Seq	PropersID	Year	Reference
1432	Ord. Time, Week 14, Tues	2	Ps 115:3-4, 5-6, 7ab+8, 9-10
1433	Ord. Time, Week 10, Fri	1	Ps 116:10-11, 15-16, 17-18
1434	Easter, Week 3, Sat	1+2	Ps 116:12-13, 14-15, 16-17
1435	Ord. Time, Week 6, Wed	1	Ps 116:12-13, 14-15, 18-19
1436	Ord. Time, Week 1, Mon	2	Ps 116:12-13, 14-17, 18-19
1437	Ord. Time, Week 15, Fri	1	Ps 116:12-13, 15+16bc, 17-18
1438	Ord. Time, Week 23, Sat	2	Ps 116:12-13, 17-18
1439	Easter, Week 3, Fri	1+2	Ps 117:1, 2
1440	Ord. Time, Week 27, Wed	2	Ps 117:1bc, 2
1441	Jan 25: Conversion of St. Paul, Apostle	1+2	Ps 117:1bc, 2
1442	July 3: St. Thomas, Apostle	1+2	Ps 117:1bc, 2
1443	Easter Octave, Fri	1+2	Ps 118:1-2+4, 22-24, 25-27a
1444	Ord. Time, Week 24, Thurs	2	Ps 118:1b-2, 16ab+17, 28
1445	Advent, Week 1, Thurs	1+2	Ps 118:1+8-9, 19-21, 25-27a
1446	Easter Octave, Sat	1+2	Ps 118:1+14-15ab, 16-18, 19-21
1447	Lent, Week 1, Sat	1+2	Ps 119:1-2, 4-5, 7-8
1448	Ord. Time, Week 32, Fri	2	Ps 119:1, 2, 10, 11, 17, 18
1449	Ord. Time, Week 25, Tues	2	Ps 119:1, 27, 30, 34, 35, 44
1450	Ord. Time, Week 13, Fri	2	Ps 119:2, 10, 20, 30, 40, 131
1451	Ord. Time, Week 4, Sat	2	Ps 119:9, 10, 11, 12, 13, 14
1452	Ord. Time, Week 7, Fri	1	Ps 119:12, 16, 18, 27, 34, 35
1453	Ord. Time, Week 19, Tues	2	Ps 119:14, 24, 72, 103, 111, 131
1454	Ord. Time, Week 33, Fri	2	Ps 119:14, 24, 72, 103, 111, 131
1455	Easter, Week 3, Mon	1+2	Ps 119:23-24, 26-27, 29-30
1456	Ord. Time, Week 18, Mon	2	Ps 119:29, 43, 79, 80, 95, 102
1457	Ord. Time, Week 25, Wed	2	Ps 119:29, 72, 89, 101, 104, 163
1458	Ord. Time, Week 12, Wed	2	Ps 119:33, 34, 35, 36, 37, 40
1459	Ord. Time, Week 28, Tues	2	Ps 119:41, 43, 44, 45, 47, 48
1460	Ord. Time, Week 33, Mon	1	Ps 119:53, 61, 134, 150, 155, 158
1461	Ord. Time, Week 29, Fri	1	Ps 119:66, 68, 76, 77, 93, 94
1462	Ord. Time, Week 26, Sat	2	Ps 119:66, 71, 75, 91, 125, 130
1463	Ord. Time, Week 6, Mon	2	Ps 119:67, 68, 71, 72, 75, 76
1464	Ord. Time, Week 32, Thurs	1	Ps 119:89, 90, 91, 130, 135, 175
1465	Ord. Time, Week 22, Mon	2	Ps 119:97, 98, 99, 100, 101, 102
1466	Ord. Time, Week 10, Tues	1	Ps 119:129, 130, 131, 132, 133, 135
1467	Ord. Time, Week 9, Fri	2	Ps 119:157, 160, 161, 165, 166, 168
1468	Ord. Time, Week 7, Wed	1	Ps 119:165, 168, 171, 172, 174, 175
1469	Ord. Time, Week 10, Mon	2	Ps 121:1bc-2, 3-4, 5-6, 7-8
1470	Easter, Week 5, Wed	1+2	Ps 122:1-2, 3-4ab, 4cd-5
1471	Ord. Time, Week 25, Tues	1	Ps 122:1-2, 3-4ab, 4cd-5
1472	Ord. Time, Week 29, Sat	2	Ps 122:1-2, 3-4ab, 4cd-5
1473	Ord. Time, Week 31, Fri	2	Ps 122:1-2, 3-4ab, 4cd-5
1474	Advent, Week 1, Mon	1+2	Ps 122:1-2, 3-4b, 4cd-5, 6-7, 8-9
1475	Ord. Time, Week 9, Wed	2	Ps 123:1b-2ab, 2cdef
1476	Ord. Time, Week 15, Mon	1	Ps 124:1b-3, 4-6, 7-8
1477	Ord. Time, Week 29, Wed	1	Ps 124:1b-3, 4-6, 7-8
1478	Dec 28: Holy Innocents, martyrs	1+2	Ps 124:2-3, 4-5, 7b-8
1479	Ord. Time, Week 25, Mon	1	Ps 126:1b-2ab, 2cd-3, 4-5, 6
1480	Ord. Time, Week 30, Tues	1	Ps 126:1b-2ab, 2cd-3, 4-5, 6
1481	July 25: St. James, Apostle	1+2	Ps 126:1bc-2ab, 2cd-3, 4-5, 6
1482	Ord. Time, Week 5, Thurs	1	Ps 128:1-2, 3, 4-5
1483	Ord. Time, Week 9, Thurs	1	Ps 128:1-2, 3, 4-5
1484	Ord. Time, Week 12, Fri	1	Ps 128:1-2, 3, 4-5
1485	Ord. Time, Week 30, Tues	2	Ps 128:1-2, 3, 4-5
1486	Ord. Time, Week 21, Wed	2	Ps 128:1-2, 4-5
1487	Ord. Time, Week 20, Sat	1	Ps 128:1b-2, 3, 4, 5
1488	Lent, Week 1, Fri	1+2	Ps 130:1-2, 3-4, 5-7a, 7bc-8
1489	Ord. Time, Week 28, Thurs	1	Ps 130:1b-2, 3-4, 5-6ab
1490	Ord. Time, Week 27, Tues	1	Ps 130:1b-2, 3-4ab, 7-8
1491	Ord. Time, Week 31, Mon	2	Ps 131:1bcde, 2, 3
1492	Ord. Time, Week 31, Tues	1	Ps 131:1bcde, 2, 3
1493	Ord. Time, Week 3, Thurs	2	Ps 132:1-2, 3-5, 11, 12, 13-14
1494	Ord. Time, Week 5, Mon	2	Ps 132:6-7, 8-10
1495	Aug 15: Solemnity: Assumption of the BVMary, Vigil	1+2	Ps 132:6-7, 9-10, 13-14
1496	Ord. Time, Week 11, Fri	2	Ps 132:11, 12, 13-14, 17-18
1497	July 26: Sts. Joachim and Anne, parents of BVMary	1+2	Ps 132:11, 13-14, 17-18
1498	Ord. Time, Week 13, Sat	1	Ps 135:1b-2, 3-4, 5-6
1499	Ord. Time, Week 19, Fri	1	Ps 136:1-3, 16-18, 21-22+24
1500	Ord. Time, Week 15, Sat	1	Ps 136:1+23-24, 10-12, 13-15
1501	Ord. Time, Week 12, Fri	2	Ps 137:1-2, 3, 4-5, 6
1502	Ord. Time, Week 26, Wed	1	Ps 137:1-2, 3, 4-5, 6
1503	Sept 29: Sts. Michael, Gabriel, and Raphael, archangels	1+2	Ps 138:1-2ab, 2cde-3, 4-5
1504	Lent, Week 1, Thurs	1+2	Ps 138:1-2ab, 2cde-3, 7c-8
1505	Easter, Week 6, Tues	1+2	Ps 138:1-2ab, 2cde-3, 7c-8
1506	Ord. Time, Week 21, Tues	1	Ps 139:1-3, 4-6
1507	Ord. Time, Week 26, Fri	2	Ps 139:1-3, 7-8, 9-10, 13-14ab
1508	Ord. Time, Week 32, Mon	1	Ps 139:1b-3, 4-6, 7-8, 9-10
1509	Ord. Time, Week 27, Tues	2	Ps 139:1b-3, 13-14ab, 14c-15
1510	June 24: Solemnity: Nativity of St. John the Baptist, Day	1+2	Ps 139:1b-3, 13-14ab, 14c-15
1511	Ord. Time, Week 23, Thurs	2	Ps 139:1b-3, 13-14ab, 23-24
1512	Ord. Time, Week 21, Wed	1	Ps 139:7-8, 9-10, 11-12ab
1513	Ord. Time, Week 7, Sat	2	Ps 141:1-2, 3+8
1514	Ord. Time, Week 33, Sat	2	Ps 144:1, 2, 9-10
1515	Ord. Time, Week 2, Wed	2	Ps 144:1b, 2, 9-10
1516	Ord. Time, Week 30, Thurs	2	Ps 144:1b, 2, 9-10
1517	Ord. Time, Week 25, Fri	2	Ps 144:1b+2abc, 3-4
1518	Advent, Week 2, Thurs	1+2	Ps 145:1+9, 10-11, 12-13ab
1519	Ord. Time, Week 23, Tues	1	Ps 145:1b-2, 8-9, 10-11
1520	Ord. Time, Week 23, Wed	1	Ps 145:2-3, 10-11, 12-13ab
1521	Ord. Time, Week 21, Thurs	2	Ps 145:2-3, 4-5, 6-7
1522	Ord. Time, Week 14, Mon	2	Ps 145:2-3, 4-5, 6-7, 8-9
1523	Ord. Time, Week 6, Sat	1	Ps 145:2-3, 4-5, 10-11
1524	Ord. Time, Week 31, Sat	1	Ps 145:2-3, 4-5, 10-11
1525	Ord. Time, Week 22, Tues	2	Ps 145:8-9, 10-11, 12-13ab, 13cd-14
1526	Lent, Week 4, Wed	1+2	Ps 145:8-9, 13cd-14, 17-18
1527	Ord. Time, Week 30, Wed	2	Ps 145:10-11, 12-13ab, 13cd-14
1528	Easter, Week 5, Tues	1+2	Ps 145:10-11, 12-13ab, 21
1529	Aug 24: St. Bartholomew, Apostle	1+2	Ps 145:10-11, 12-13, 17-18
1530	Oct 18: St. Luke, Evangelist	1+2	Ps 145:10-11, 12-13, 17-18
1531	Ord. Time, Week 22, Sat	2	Ps 145:17-18, 19-20, 21
1532	Ord. Time, Week 17, Thurs	2	Ps 146:1b-2, 3-4, 5-6ab
1533	Ord. Time, Week 9, Fri	1	Ps 146:1b-2, 6c-7, 8-9a, 9bc-10
1534	Ord. Time, Week 11, Tues	1	Ps 146:2, 5-6ab, 6c-7, 8-9a
1535	Ord. Time, Week 20, Fri	1	Ps 146:5-6ab, 6c-7, 8-9a, 9bc-10
1536	Ord. Time, Week 32, Thurs	2	Ps 146:7, 8-9a, 9bc-10
1537	Advent, Week 1, Sat	1+2	Ps 147:1-2, 3-4, 5-6
1538	Christmas Weekday: Jan. 6 (if Epiphany is Jan. 7 or 8)	1+2	Ps 147:12-13, 14-15, 19-20
1539	Fri after Epiphany, or Jan. 11	1+2	Ps 147:12-13, 14-15, 19-20
1540	Ord. Time, Week 8, Wed	2	Ps 147:12-13, 14-15, 19-20
1541	Ord. Time, Week 19, Mon	1	Ps 147:12-13, 14-15, 19-20
1542	Ord. Time, Week 30, Fri	1	Ps 147:12-13, 14-15, 19-20
1543	Lent, Week 3, Wed	1+2	Ps 147:12-13, 15-16, 19-20
1544	Easter, Week 6, Wed	1+2	Ps 148:1-2, 11-12, 13, 14
1545	Ord. Time, Week 19, Mon	2	Ps 148:1-2, 11-12, 13, 14
1546	Christmas Weekday: Jan. 7 (if Epiphany is Jan. 8)	1+2	Ps 149:1-2, 3-4, 5+6a+9b
1547	Sat after Epiphany, or Jan. 12	1+2	Ps 149:1-2, 3-4, 5+6a+9b
1548	Easter, Week 6, Mon	1+2	Ps 149:1b-2, 3-4, 5-6a+9b
1549	Ord. Time, Week 8, Fri	1	Ps 149:1b-2, 3-4, 5-6a+9b
1550	Ord. Time, Week 21, Mon	1	Ps 149:1b-2, 3-4, 5-6a+9b
1551	Ord. Time, Week 23, Tues	2	Ps 149:1b-2, 3-4, 5-6a+9b
1552	Ord. Time, Week 25, Thurs	1	Ps 149:1b-2, 3-4, 5-6a+9b
1553	Ord. Time, Week 33, Thurs	2	Ps 149:1b-2, 3-4, 5-6a+9b
1554	Ord. Time, Week 23, Thurs	1	Ps 150:1b-2, 3-4, 5-6
1555	Ord. Time, Week 33, Wed	2	Ps 150:1b-2, 3-4, 5-6
