Seq,Reference,PropersID,Year
804,Rom 9:1-5,"Ord. Time, Week 30, Fri",1
805,Rom 10:9-18,"Nov 30: St. Andrew, Apostle",1+2
806,"Rom 11:1-2a, 11-12, 25-29","Ord. Time, Week 30, Sat",1
807,Rom 11:29-36,"Ord. Time, Week 31, Mon",1
808,Rom 12:5-16ab,"Ord. Time, Week 31, Tues",1
809,Rom 12:9-16,May 31: Visitation of the BVMary (option 2),1+2
810,Rom 13:8-10,"Ord. Time, Week 31, Wed",1
811,Rom 14:7-12,"Ord. Time, Week 31, Thurs",1
812,Rom 15:14-21,"Ord. Time, Week 31, Fri",1
813,"Rom 16:3-9, 16, 22-27","Ord. Time, Week 31, Sat",1
814,1 Cor 1:1-9,"Ord. Time, Week 21, Thurs",2
815,1 Cor 1:17-25,"Ord. Time, Week 21, Fri",2
816,1 Cor 1:26-31,"Ord. Time, Week 21, Sat",2
817,1 Cor 2:1-5,"Ord. Time, Week 22, Mon",2
818,1 Cor 2:10b-16,"Ord. Time, Week 22, Tues",2
819,1 Cor 3:1-9,"Ord. Time, Week 22, Wed",2
820,"1 Cor 3:9c-11, 16-17",Nov 9: Feast: Dedication of the Lateran Basilica in Rome,1+2
821,1 Cor 3:18-23,"Ord. Time, Week 22, Thurs",2
822,1 Cor 4:1-5,"Ord. Time, Week 22, Fri",2
823,1 Cor 4:6b-15,"Ord. Time, Week 22, Sat",2
824,1 Cor 5:1-8,"Ord. Time, Week 23, Mon",2
825,1 Cor 6:1-11,"Ord. Time, Week 23, Tues",2
826,1 Cor 7:25-31,"Ord. Time, Week 23, Wed",2
827,"1 Cor 8:1b-7, 11-13","Ord. Time, Week 23, Thurs",2
828,"1 Cor 9:16-19, 22b-27","Ord. Time, Week 23, Fri",2
829,1 Cor 10:14-22,"Ord. Time, Week 23, Sat",2
830,"1 Cor 11:17-26, 33","Ord. Time, Week 24, Mon",2
831,"1 Cor 12:12-14, 27-31a","Ord. Time, Week 24, Tues",2
832,1 Cor 12:31-13:13,"Ord. Time, Week 24, Wed",2
833,1 Cor 15:1-8,"May 3: Sts. Philip and James, Apostles",1+2
834,1 Cor 15:1-11,"Ord. Time, Week 24, Thurs",2
835,1 Cor 15:12-20,"Ord. Time, Week 24, Fri",2
836,1 Cor 15:20-27,"Aug 15: Solemnity: Assumption of the BVMary, Day",1+2
837,"1 Cor 15:35-37, 42-49","Ord. Time, Week 24, Sat",2
838,1 Cor 15:54b-57,"Aug 15: Solemnity: Assumption of the BVMary, Vigil",1+2
839,2 Cor 1:1-7,"Ord. Time, Week 10, Mon",1
840,2 Cor 1:18-22,"Ord. Time, Week 10, Tues",1
841,2 Cor 3:4-11,"Ord. Time, Week 10, Wed",1
842,"2 Cor 3:15-4:1, 3-6","Ord. Time, Week 10, Thurs",1
843,2 Cor 4:7-15,"Ord. Time, Week 10, Fri",1
844,2 Cor 4:7-15,"July 25: St. James, Apostle",1+2
845,2 Cor 5:14-21,"Ord. Time, Week 10, Sat",1
846,2 Cor 5:20-6:2,Ash Wednesday (2nd Reading),1+2
847,2 Cor 6:1-10,"Ord. Time, Week 11, Mon",1
848,2 Cor 8:1-9,"Ord. Time, Week 11, Tues",1
849,2 Cor 9:6-10,"Aug 10: St. Lawrence, Deacon and martyr",1+2
850,2 Cor 9:6-11,"Ord. Time, Week 11, Wed",1
851,2 Cor 11:1-11,"Ord. Time, Week 11, Thurs",1
852,"2 Cor 11:18, 21-30","Ord. Time, Week 11, Fri",1
853,2 Cor 12:1-10,"Ord. Time, Week 11, Sat",1
854,Gal 1:6-12,"Ord. Time, Week 27, Mon",2
855,Gal 1:11-20,"June 29: Solemnity: Sts. Peter and Paul, Vigil",1+2
856,Gal 1:13-24,"Ord. Time, Week 27, Tues",2
857,"Gal 2:1-2, 7-14","Ord. Time, Week 27, Wed",2
858,Gal 3:1-5,"Ord. Time, Week 27, Thurs",2
859,Gal 3:7-14,"Ord. Time, Week 27, Fri",2
860,Gal 3:22-29,"Ord. Time, Week 27, Sat",2
861,"Gal 4:22-24, 26-27, 31-5:1","Ord. Time, Week 28, Mon",2
862,Gal 5:1-6,"Ord. Time, Week 28, Tues",2
863,Gal 5:18-25,"Ord. Time, Week 28, Wed",2
864,Eph 1:1-10,"Ord. Time, Week 28, Thurs",2
865,"Eph 1:3-6, 11-12",Dec 8: Solemnity: Immaculate Conception of the BVMary,1+2
866,Eph 1:11-14,"Ord. Time, Week 28, Fri",2
867,Eph 1:15-23,"Ord. Time, Week 28, Sat",2
868,Eph 2:1-10,"Ord. Time, Week 29, Mon",2
869,Eph 2:12-22,"Ord. Time, Week 29, Tues",2
870,Eph 2:19-22,"July 3: St. Thomas, Apostle",1+2
871,Eph 2:19-22,"Oct 28: Sts. Simon and Jude, Apostles",1+2
872,Eph 3:2-12,"Ord. Time, Week 29, Wed",2
873,Eph 3:14-21,"Ord. Time, Week 29, Thurs",2
874,Eph 4:1-6,"Ord. Time, Week 29, Fri",2
875,"Eph 4:1-7, 11-13","Sept 21: St. Matthew, Apostle and Evangelist",1+2
876,Eph 4:7-16,"Ord. Time, Week 29, Sat",2
877,Eph 4:32-5:8,"Ord. Time, Week 30, Mon",2
878,Eph 5:21-33,"Ord. Time, Week 30, Tues",2
879,Eph 6:1-9,"Ord. Time, Week 30, Wed",2
880,Eph 6:10-20,"Ord. Time, Week 30, Thurs",2
881,Phil 1:1-11,"Ord. Time, Week 30, Fri",2
882,Phil 1:18b-26,"Ord. Time, Week 30, Sat",2
883,Phil 2:1-4,"Ord. Time, Week 31, Mon",2
884,Phil 2:1-11,Jan 3: Most Holy Name of Jesus,1+2
885,Phil 2:5-11,"Ord. Time, Week 31, Tues",2
886,Phil 2:6-11,Sept 14: Feast: Exaltation of the Holy Cross,1+2
887,Phil 2:12-18,"Ord. Time, Week 31, Wed",2
888,Phil 3:3-8a,"Ord. Time, Week 31, Thurs",2
889,Phil 3:17-4:1,"Ord. Time, Week 31, Fri",2
890,Phil 4:10-19,"Ord. Time, Week 31, Sat",2
891,Col 1:1-8,"Ord. Time, Week 22, Wed",1
892,Col 1:9-14,"Ord. Time, Week 22, Thurs",1
893,Col 1:15-20,"Ord. Time, Week 22, Fri",1
894,Col 1:21-23,"Ord. Time, Week 22, Sat",1
895,Col 1:24-2:3,"Ord. Time, Week 23, Mon",1
896,Col 2:6-15,"Ord. Time, Week 23, Tues",1
897,Col 3:1-11,"Ord. Time, Week 23, Wed",1
898,Col 3:12-17,"Ord. Time, Week 23, Thurs",1
899,"1 Thess 1:1-5, 8b-10","Ord. Time, Week 21, Mon",1
900,1 Thess 2:1-8,"Ord. Time, Week 21, Tues",1
901,1 Thess 2:9-13,"Ord. Time, Week 21, Wed",1
902,1 Thess 3:7-13,"Ord. Time, Week 21, Thurs",1
903,1 Thess 4:1-8,"Ord. Time, Week 21, Fri",1
904,1 Thess 4:9-11,"Ord. Time, Week 21, Sat",1
905,1 Thess 4:13-18,"Ord. Time, Week 22, Mon",1
906,"1 Thess 5:1-6, 9-11","Ord. Time, Week 22, Tues",1
907,"2 Thess 1:1-5, 11-12","Ord. Time, Week 21, Mon",2
908,"2 Thess 2:1-3a, 14-17","Ord. Time, Week 21, Tues",2
909,"2 Thess 3:6-10, 16-18","Ord. Time, Week 21, Wed",2
910,"1 Tim 1:1-2, 12-14","Ord. Time, Week 23, Fri",1
911,1 Tim 1:15-17,"Ord. Time, Week 23, Sat",1
912,1 Tim 2:1-8,"Ord. Time, Week 24, Mon",1
913,1 Tim 3:1-13,"Ord. Time, Week 24, Tues",1
914,1 Tim 3:14-16,"Ord. Time, Week 24, Wed",1
915,1 Tim 4:12-16,"Ord. Time, Week 24, Thurs",1
916,1 Tim 6:2c-12,"Ord. Time, Week 24, Fri",1
917,1 Tim 6:13-16,"Ord. Time, Week 24, Sat",1
918,"2 Tim 1:1-3, 6-12","Ord. Time, Week 9, Wed",2
919,2 Tim 1:1-8,Jan 26: Sts. Timothy and Titus (Proper 1st Reading; option 1),1+2
920,2 Tim 2:8-15,"Ord. Time, Week 9, Thurs",2
921,2 Tim 3:10-17,"Ord. Time, Week 9, Fri",2
922,2 Tim 4:1-8,"Ord. Time, Week 9, Sat",2
923,"2 Tim 4:6-8, 17-18","June 29: Solemnity: Sts. Peter and Paul, Day",1+2
924,2 Tim 4:10-17b,"Oct 18: St. Luke, Evangelist",1+2
925,Titus 1:1-5,Jan 26: Sts. Timothy and Titus (Proper 1st Reading ; option 2),1+2
926,Titus 1:1-9,"Ord. Time, Week 32, Mon",2
927,"Titus 2:1-8, 11-14","Ord. Time, Week 32, Tues",2
928,Titus 3:1-7,"Ord. Time, Week 32, Wed",2
929,Phlm 7-20,"Ord. Time, Week 32, Thurs",2
930,Heb 1:1-6,"Ord. Time, Week 1, Mon",1
931,Heb 2:5-12,"Ord. Time, Week 1, Tues",1
932,Heb 2:14-18,"Ord. Time, Week 1, Wed",1
933,Heb 2:14-18,Feb 2: Feast: Presentation of the Lord,1+2
934,Heb 3:7-14,"Ord. Time, Week 1, Thurs",1
935,"Heb 4:1-5, 11","Ord. Time, Week 1, Fri",1
936,Heb 4:12-16,"Ord. Time, Week 1, Sat",1
937,Heb 5:1-10,"Ord. Time, Week 2, Mon",1
938,Heb 6:10-20,"Ord. Time, Week 2, Tues",1
939,"Heb 7:1-3, 15-17","Ord. Time, Week 2, Wed",1
940,Heb 7:25-8:6,"Ord. Time, Week 2, Thurs",1
941,Heb 8:6-13,"Ord. Time, Week 2, Fri",1
942,"Heb 9:2-3, 11-14","Ord. Time, Week 2, Sat",1
943,"Heb 9:15, 24-28","Ord. Time, Week 3, Mon",1
944,Heb 10:1-10,"Ord. Time, Week 3, Tues",1
945,Heb 10:4-10,March 25: Solemnity: Annunciation of the Lord,1+2
946,Heb 10:11-18,"Ord. Time, Week 3, Wed",1
947,Heb 10:19-25,"Ord. Time, Week 3, Thurs",1
948,Heb 10:32-39,"Ord. Time, Week 3, Fri",1
949,"Heb 11:1-2, 8-19","Ord. Time, Week 3, Sat",1
950,Heb 11:32-40,"Ord. Time, Week 4, Mon",1
951,Heb 12:1-4,"Ord. Time, Week 4, Tues",1
952,"Heb 12:4-7, 11-15","Ord. Time, Week 4, Wed",1
953,"Heb 12:18-19, 21-24","Ord. Time, Week 4, Thurs",1
954,Heb 13:1-8,"Ord. Time, Week 4, Fri",1
955,"Heb 13:15-17, 20-21","Ord. Time, Week 4, Sat",1
956,Heb 11:1-7,"Ord. Time, Week 6, Sat",1
957,Jas 1:1-11,"Ord. Time, Week 6, Mon",2
958,Jas 1:12-18,"Ord. Time, Week 6, Tues",2
959,Jas 1:19-27,"Ord. Time, Week 6, Wed",2
960,Jas 2:1-9,"Ord. Time, Week 6, Thurs",2
961,"Jas 2:14-24, 26","Ord. Time, Week 6, Fri",2
962,Jas 3:1-10,"Ord. Time, Week 6, Sat",2
963,Jas 3:13-18,"Ord. Time, Week 7, Mon",2
964,Jas 4:1-10,"Ord. Time, Week 7, Tues",2
965,Jas 4:13-17,"Ord. Time, Week 7, Wed",2
966,Jas 5:1-6,"Ord. Time, Week 7, Thurs",2
967,Jas 5:9-12,"Ord. Time, Week 7, Fri",2
968,Jas 5:13-20,"Ord. Time, Week 7, Sat",2
969,1 Pet 1:3-9,"Ord. Time, Week 8, Mon",2
970,1 Pet 1:8-12,"June 24: Solemnity: Nativity of St. John the Baptist, Vigil",1+2
971,1 Pet 1:10-16,"Ord. Time, Week 8, Tues",2
972,1 Pet 1:18-25,"Ord. Time, Week 8, Wed",2
973,"1 Pet 2:2-5, 9-12","Ord. Time, Week 8, Thurs",2
974,1 Pet 4:7-13,"Ord. Time, Week 8, Fri",2
975,1 Pet 5:1-4,"Feb 22: Chair of St. Peter, Apostle",1+2
976,1 Pet 5:5b-14,"April 25: St. Mark, Evangelist",1+2
977,2 Pet 1:2-7,"Ord. Time, Week 9, Mon",2
978,2 Pet 1:16-19,Aug 6: Feast: Transfiguration of the Lord,1+2
979,"2 Pet 3:12-15a, 17-18","Ord. Time, Week 9, Tues",2
980,1 John 1:1-4,"Dec 27: St. John, Apostle and Evangelist",1+2
981,1 John 1:5-2:2,"Dec 28: Holy Innocents, martyrs",1+2
982,1 John 2:3-11,"5th Day in Xmas Octave, Dec. 29",1+2
983,1 John 2:12-17,"6th Day in Xmas Octave, Dec. 30",1+2
984,1 John 2:18-21,"7th Day in Xmas Octave, Dec. 31",1+2
985,1 John 2:22-28,Christmas Weekday: Jan. 2,1+2
986,1 John 2:29-3:6,Christmas Weekday: Jan. 3,1+2
987,1 John 3:1-3,Nov 1: Solemnity: All Saints,1+2
988,1 John 3:7-10,Christmas Weekday: Jan. 4,1+2
989,1 John 3:11-21,Christmas Weekday: Jan. 5,1+2
990,1 John 5:5-13,Christmas Weekday: Jan. 6 (if Epiphany is Jan. 7 or 8),1+2
991,1 John 5:14-21,Christmas Weekday: Jan. 7 (if Epiphany is Jan. 8),1+2
992,1 John 3:22-4:6,"Mon after Epiphany, or Jan. 7",1+2
993,1 John 4:7-10,"Tues after Epiphany, or Jan. 8",1+2
994,1 John 4:11-18,"Wed after Epiphany, or Jan. 9",1+2
995,1 John 4:19-5:4,"Thurs after Epiphany, or Jan. 10",1+2
996,1 John 5:5-13,"Fri after Epiphany, or Jan. 11",1+2
997,1 John 5:14-21,"Sat after Epiphany, or Jan. 12",1+2
998,2 John 4-9,"Ord. Time, Week 32, Fri",2
999,3 John 5-8,"Ord. Time, Week 32, Sat",2
1000,"Jude 17, 20b-25","Ord. Time, Week 8, Sat",2
1001,Rev 1:1-4; 2:1-5,"Ord. Time, Week 33, Mon",2
1002,Rev 1:5-8,"Holy Week, Chrism Mass (2nd Reading)",1+2
1003,"Rev 3:1-6, 14-22","Ord. Time, Week 33, Tues",2
1004,Rev 4:1-11,"Ord. Time, Week 33, Wed",2
1005,Rev 5:1-10,"Ord. Time, Week 33, Thurs",2
1006,"Rev 7:2-4, 9-14",Nov 1: Solemnity: All Saints (1st reading),1+2
1007,Rev 10:8-11,"Ord. Time, Week 33, Fri",2
1008,Rev 11:4-12,"Ord. Time, Week 33, Sat",2
1009,"Rev 11:19a; 12:1-6a, 10ab","Aug 15: Solemnity: Assumption of the BVMary, Day (1st reading)",1+2
1010,"Rev 11:19a; 12:1-6a, 10ab",Dec 12: Our Lady of Guadalupe (option 2),1+2
1011,Rev 12:7-12a,"Sept 29: Sts. Michael, Gabriel, and Raphael, archangels (option 2)",1+2
1012,"Rev 14:1-3, 4b-5","Ord. Time, Week 34, Mon",2
1013,Rev 14:14-19,"Ord. Time, Week 34, Tues",2
1014,Rev 15:1-4,"Ord. Time, Week 34, Wed",2
1015,"Rev 18:1-2, 21-23; 19:1-3, 9a","Ord. Time, Week 34, Thurs",2
1016,"Rev 20:1-4, 11-21:2","Ord. Time, Week 34, Fri",2
1017,Rev 21:9b-14,"Aug 24: St. Bartholomew, Apostle",1+2
1018,Rev 22:1-7,"Ord. Time, Week 34, Sat",2
1019,"Ps 1:1-2, 3, 4+6","Advent, Week 2, Fri",1+2
1020,"Ps 1:1-2, 3, 4+6",Thursday after Ash Wed.,1+2
1021,"Ps 1:1-2, 3, 4+6","Lent, Week 2, Thurs",1+2
1022,"Ps 1:1-2, 3, 4+6","Ord. Time, Week 7, Thurs",1
1023,"Ps 1:1-2, 3, 4+6","Ord. Time, Week 27, Thurs",1
1024,"Ps 1:1-2, 3, 4+6","Ord. Time, Week 28, Wed",2
1025,"Ps 1:1-2, 3, 4+6","Ord. Time, Week 29, Thurs",1
1026,"Ps 1:1-2, 3, 4+6","Ord. Time, Week 30, Mon",2
1027,"Ps 1:1-2, 3, 4+6","Ord. Time, Week 33, Mon",2
1028,"Ps 2:1-3, 4-7a, 7b-9","Easter, Week 2, Mon",1+2
1029,"Ps 2:6-7, 8-9, 10-11ab","Easter, Week 4, Fri",1+2
1030,"Ps 2:7bc-8, 10-12a","Mon after Epiphany, or Jan. 7",1+2
1031,"Ps 3:2-3, 4-5, 6-7","Ord. Time, Week 4, Mon",2
1032,"Ps 3:2-3, 4-5, 6-7","Ord. Time, Week 33, Tues",1
1033,"Ps 4:2-3, 4-5, 7b-8","Ord. Time, Week 10, Tues",2
1034,"Ps 5:2-3ab, 4b-6a, 6b-7","Ord. Time, Week 11, Mon",2
1035,"Ps 5:4b-6a, 6b-7, 8","Ord. Time, Week 13, Tues",2
1036,"Ps 5:5-6, 7, 12","Ord. Time, Week 23, Mon",2
1037,"Ps 7:2-3, 9bc-10, 11-12","Lent, Week 4, Sat",1+2
1038,"Ps 8:2-3ab, 4-5, 6-7","Ord. Time, Week 28, Sat",2
1039,"Ps 8:2ab+5, 6-7, 8-9","Easter Octave, Thurs",1+2
1040,"Ps 8:2ab+5, 6-7, 8-9","Ord. Time, Week 1, Tues",1
1041,"Ps 8:4-5, 6-7, 8-9","Ord. Time, Week 5, Tues",1
1042,"Ps 8:4-5, 6-7, 8-9",Jan 3: Most Holy Name of Jesus,1+2
1043,"Ps 9:2-3, 4+6, 16+19","Ord. Time, Week 33, Sat",1
1044,"Ps 9:2-3, 6+16, 8-9","Ord. Time, Week 27, Fri",1
1045,"Ps 9:8-9, 10-11, 12-13","Ord. Time, Week 18, Sat",2
1046,"Ps 10:1-2, 3-4, 7-8, 14","Ord. Time, Week 15, Sat",2
1047,"Ps 11:4, 5+7","Easter, Week 7, Sat morn.",1+2
1048,"Ps 12:2-3, 4-5, 7-8","Ord. Time, Week 6, Sat",2
1049,"Ps 13:4-5, 6","Ord. Time, Week 30, Wed",1
1050,"Ps 13:6ab, 6c",Sept 8: Nativity of the BVMary,1+2
1051,"Ps 15:2-3a, 3bc-4ab, 5","Ord. Time, Week 6, Wed",2
1052,"Ps 15:2-3a, 3bc-4ab, 5","Ord. Time, Week 12, Tues",1
1053,"Ps 15:2-3a, 3bc-4ab, 5","Ord. Time, Week 25, Mon",2
1054,"Ps 15:2-3a, 3bc-4ab, 5","Ord. Time, Week 33, Tues",2
1055,"Ps 16:1-2a+5, 7-8, 11","Ord. Time, Week 19, Sat",1
1056,"Ps 16:1-2a+5, 7-8, 9-10, 11","Easter Octave, Mon",1+2
1057,"Ps 16:1-2a+5, 7-8, 9-10, 11","Easter, Week 7, Thurs",1+2
1058,"Ps 16:1-2ab, 4, 5ab+8, 11","Ord. Time, Week 10, Wed",2
1059,"Ps 16:1b-2a+5, 7-8, 11","Ord. Time, Week 23, Fri",1
1060,"Ps 16:1b-2a+5, 7-8, 9-10","Ord. Time, Week 10, Sat",2
1061,"Ps 17:1, 6-7, 8b+15","Lent, Week 5, opt. Mass",1+2
1062,"Ps 17:1b, 2-3, 6-7ab, 8b+15","Ord. Time, Week 14, Tues",1
1063,"Ps 17:1bcd, 2-3, 6-7","Ord. Time, Week 26, Mon",2
1064,"Ps 17:1bcd, 5-6, 8b+15","Ord. Time, Week 33, Wed",1
1065,"Ps 17:1bcd, 6-7, 8b+15","Ord. Time, Week 24, Fri",2
1066,"Ps 18:2-3a, 3bc-4, 47+51","Ord. Time, Week 18, Sat",1
1067,"Ps 18:2-3a, 3bc-4, 5-6, 7","Lent, Week 5, Fri",1+2
1068,"Ps 18:31, 47+50, 51","Ord. Time, Week 4, Fri",2
1069,"Ps 19:2-3, 4-5","Ord. Time, Week 28, Tues",1
1070,"Ps 19:2-3, 4-5ab","Ord. Time, Week 32, Fri",1
1071,"Ps 19:2-3, 4-5","May 3: Sts. Philip and James, Apostles",1+2
1072,"Ps 19:2-3, 4-5","Sept 21: St. Matthew, Apostle and Evangelist",1+2
1073,"Ps 19:2-3, 4-5","Oct 28: Sts. Simon and Jude, Apostles",1+2
1074,"Ps 19:2-3, 4-5","June 29: Solemnity: Sts. Peter and Paul, Vigil",1+2
1075,"Ps 19:8, 9, 10, 11","Ord. Time, Week 8, Sat",1
1076,"Ps 19:8, 9, 10, 11","Ord. Time, Week 13, Thurs",2
1077,"Ps 19:8, 9, 10, 11","Ord. Time, Week 16, Fri",1
1078,"Ps 19:8, 9, 10, 11","Ord. Time, Week 26, Thurs",1
1079,"Ps 19:8, 9, 10, 11","Nov 30: St. Andrew, Apostle",1+2
1080,"Ps 19:8, 9, 10, 15","Ord. Time, Week 1, Sat",1
1081,"Ps 19:8, 9, 10, 15","Ord. Time, Week 7, Mon",2
1082,"Ps 20:8, 9, 10, 15","Lent, Week 1, Mon",1+2
1083,"Ps 21:2-3, 4-5, 6-7","Ord. Time, Week 1, Sat",2
1084,"Ps 21:2-3, 4-5, 6-7","Ord. Time, Week 20, Wed",1
1085,"Ps 22:26b-27, 28+30, 31-32","Ord. Time, Week 4, Tues",1
1086,"Ps 22:26b-27, 28-30ab, 30e, 31-32","Ord. Time, Week 31, Tues",2
1087,"Ps 23:1-3a, 3b-4, 5, 6","Advent, Week 1, Wed",1+2
1088,"Ps 23:1-3a, 3b-4, 5, 6","Lent, Week 5, Mon",1+2
1089,"Ps 23:1-3a, 3b-4, 5, 6","Ord. Time, Week 4, Sat",1
1090,"Ps 23:1-3a, 3b-4, 5, 6","Ord. Time, Week 20, Wed",2
1091,"Ps 23:1b-3a, 3bc-4, 5, 6","Ord. Time, Week 32, Wed",2
1092,"Ps 23:1-3a, 4, 5, 6","Feb 22: Chair of St. Peter, Apostle",1+2
1093,"Ps 24:1-2, 3-4ab, 5-6","Advent, Dec. 20",1+2
1094,"Ps 24:1-2, 3-4ab, 5-6","Ord. Time, Week 3, Thurs",1
1095,"Ps 24:1-2, 3-4ab, 5-6","Ord. Time, Week 29, Fri",2
1096,"Ps 24:1b-2, 3-4ab, 5-6","Ord. Time, Week 29, Sat",1
1097,"Ps 24:1b-2, 3-4ab, 5-6","Ord. Time, Week 32, Mon",2
1098,"Ps 24:1bc-2, 3-4ab, 5-6","Ord. Time, Week 22, Thurs",2
1099,"Ps 24:1bc-2, 3-4ab, 5-6","Ord. Time, Week 34, Mon",2
1100,"Ps 24:1bc-2, 3-4ab, 5-6",Nov 1: Solemnity: All Saints,1+2
1101,"Ps 24:7, 8, 9, 10","Ord. Time, Week 3, Tues",2
1102,"Ps 24:7, 8, 9, 10",Feb 2: Feast: Presentation of the Lord,1+2
1103,"Ps 25:2-3, 4-5ab, 6+7bc, 8-9","Ord. Time, Week 9, Wed",1
1104,"Ps 25:4-5ab, 6+7bc, 8-9","Advent, Week 3, Mon",1+2
1105,"Ps 25:4-5ab, 6+7bc, 8-9","Lent, Week 3, Tues",1+2
1106,"Ps 25:4-5ab, 8-9, 10+14","Advent, Dec. 23",1+2
1107,"Ps 25:4-5ab, 8-9, 10+14","Ord. Time, Week 9, Thurs",2
1108,"Ps 26:1, 7-8a, 8b-9abc, 13-14","Lent, Week 4, opt. Mass",1+2
1109,"Ps 26:2-3, 9-10, 11-12","Ord. Time, Week 13, Tues",1
1110,"Ps 27:1, 2, 3, 13-14","Holy Week, Mon",1+2
1111,"Ps 27:1, 3, 5, 8b-9abc","Ord. Time, Week 4, Fri",1
1112,"Ps 27:1, 4, 13-14","Advent, Week 1, Fri",1+2
1113,"Ps 27:1, 4, 13-14","Easter, Week 2, Fri",1+2
1114,"Ps 27:1, 4, 13-14","Ord. Time, Week 22, Tues",1
1115,"Ps 27:1, 4, 13-14","Ord. Time, Week 31, Wed",2
1116,"Ps 27:1bcde, 4, 13-14","Ord. Time, Week 31, Thurs",1
1117,"Ps 27:7-8a, 8b-9abc, 13-14","Ord. Time, Week 10, Fri",2
1118,"Ps 27:7-8a, 8b-9abc, 13-14","Ord. Time, Week 26, Thurs",2
1119,"Ps 28:2, 7, 8-9","Ord. Time, Week 24, Mon",1
1120,"Ps 29:1a+2, 3ac-4, 3b+9c-10","Ord. Time, Week 6, Tues",1
1121,"Ps 30:2+4, 5-6, 11-12a+13b","Advent, Week 3, Thurs",1+2
1122,"Ps 30:2+4, 5-6, 11-12a+13b","Lent, Week 4, Mon",1+2
1123,"Ps 31:3cd-4, 6+7b+8a, 17+21ab","Easter, Week 3, Tues",1+2
1124,"Ps 31:3cd-4, 6+8ab, 16bc+17","Dec 26: St. Stephen, the first martyr",1+2
1125,"Ps 31:5-6, 14, 15-16","Lent, Week 2, Wed",1+2
1126,"Ps 31:20, 21, 22, 23, 24","Ord. Time, Week 4, Mon",1
1127,"Ps 31:20, 21, 24","Ord. Time, Week 11, Wed",2
1128,"Ps 32:1-2, 5, 6, 7","Ord. Time, Week 4, Wed",2
1129,"Ps 32:1-2, 5, 6, 7","Ord. Time, Week 5, Fri",1
1130,"Ps 32:1-2, 5, 6, 7","Ord. Time, Week 8, Mon",1
1131,"Ps 32:1b-2, 5, 11","Ord. Time, Week 28, Fri",1
1132,"Ps 33:10-11, 12-13, 14-15","Ord. Time, Week 6, Fri",1
1133,"Ps 33:1-2, 4-5, 10-11","Ord. Time, Week 21, Fri",2
1134,"Ps 33:1-2, 4-5, 11-12, 18-19","Ord. Time, Week 29, Thurs",2
1135,"Ps 33:1-2, 4-5, 12-13","Ord. Time, Week 28, Fri",2
1136,"Ps 33:1-2, 4-5, 18-19","Easter, Week 2, Sat",1+2
1137,"Ps 33:2-3, 4-5, 6-7, 8-9","Ord. Time, Week 8, Thurs",1
1138,"Ps 33:2-3, 4-5, 12+22","Ord. Time, Week 24, Wed",2
1139,"Ps 33:2-3, 10-11, 18-19","Ord. Time, Week 14, Wed",1
1140,"Ps 33:2-3, 11-12, 20-21","Advent, Dec. 21",1+2
1141,"Ps 33:4-5, 18-19, 20+22","Easter Octave, Tues",1+2
1142,"Ps 33:12-13, 14-15, 20-21","Ord. Time, Week 22, Wed",2
1143,"Ps 33:12-13, 18-19, 20+22","Ord. Time, Week 12, Mon",1
1144,"Ps 33:12-13, 18-19, 20-21","Ord. Time, Week 21, Sat",2
1145,"Ps 34:2-3, 4-5, 6-7","Ord. Time, Week 6, Thurs",2
1146,"Ps 34:2-3, 4-5, 6-7","Ord. Time, Week 11, Fri",1
1147,"Ps 34:2-3, 4-5, 6-7, 8-9","Easter, Week 2, Wed",1+2
1148,"Ps 34:2-3, 4-5, 6-7, 8-9","Ord. Time, Week 10, Mon",1
1149,"Ps 34:2-3, 4-5, 6-7, 8-9","June 29: Solemnity: Sts. Peter and Paul, Day",1+2
1150,"Ps 34:2-3, 6-7, 17-18, 19+23","Advent, Week 3, Tues",1+2
1151,"Ps 34:2-3, 16-17, 18-19","Ord. Time, Week 32, Tues",1
1152,"Ps 34:2+9, 17-18, 19-20","Easter, Week 2, Thurs",1+2
1153,"Ps 34:4-5, 6-7, 16-17, 18-19","Lent, Week 1, Tues",1+2
1154,"Ps 34:7-8, 10-11, 12-13","Ord. Time, Week 13, Wed",1
1155,"Ps 34:8-9, 10-11, 12-13","Ord. Time, Week 11, Sat",1
1156,"Ps 34:17-18, 19-20, 21+23","Lent, Week 4, Fri",1+2
1157,"Ps 36:6-7ab, 8-9, 10-11","Ord. Time, Week 16, Thurs",2
1158,"Ps 37:3-4, 5-6, 23-24, 39-40","Ord. Time, Week 3, Fri",1
1159,"Ps 37:3-4, 5-6, 27-28, 39-40","Ord. Time, Week 22, Fri",2
1160,"Ps 37:3-4, 18-19, 27-28, 39-40","Ord. Time, Week 7, Tues",1
1161,"Ps 37:3-4, 18-19, 27-28, 39-40","Ord. Time, Week 14, Fri",1
1162,"Ps 37:3-4, 18+23, 27+29","Ord. Time, Week 32, Tues",2
1163,"Ps 37:5-6, 30-31, 39-40","Ord. Time, Week 5, Wed",2
1164,"Ps 40:2+4ab, 7-8a, 10, 11","Ord. Time, Week 3, Tues",1
1165,"Ps 40:2+5, 7-8a, 8b-9, 10","Ord. Time, Week 1, Wed",2
1166,"Ps 40:5, 7-8a, 8b-9, 10","Ord. Time, Week 20, Thurs",1
1167,"Ps 40:7-8a, 8b-9, 10, 11",March 25: Solemnity: Annunciation of the Lord,1+2
